movieId	summary
1617	As corruption grows in 1950s Los Angeles, three policemen -- one strait-laced, one brutal, and one sleazy -- investigate a series of murders with their own brand of justice.
1619	True story of Heinrich Harrer, an Austrian mountain climber who became friends with the Dalai Lama at the time of China's takeover of Tibet.
1620	Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.
1621	One person can keep a family together and, when that one person is gone, a family can be torn apart.
1623	A demonic djinn attempts to grant its owner three wishes, which will allow him to summon his brethren to Earth.
1624	"King Lear" set on a farm in Iowa.
1625	After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.
1626	Going undercover in rural Kentucky, an environmental agent tries to prove the dumping of toxic waste in the local coal mines by ruthless industrialists.
1627	A man heading to Vegas to pay off his gambling debt before the Russian mafia kills him is forced to stop in an Arizona town where everything that can go wrong does go wrong.
1629	Marcy is an assistant to Senator John McGlory, who is having problems with a re-election campaign. Desperate for Irish votes, McGlory's chief of staff Nick sends Marcy to Ireland to trace McGlory's relatives or ancestors. Marcy arrives at the village of Ballinagra when it is preparing for an annual Matchmaking Festival. A well-dressed, handsome and single young lady, she becomes the center of attention for two professional matchmakers, Dermot and Millie, as well as for bartender Sean.
1631	An American naval officer is recruited for an operation to eliminate his lookalike, the infamous terrorist Carlos The Jackal.
1633	A reclusive beekeeper slowly pulls his dysfunctional family back together, but not without having to fight his son's previous dastardly cohorts.
1635	In suburban New Canaan, Connecticut, 1973, middle class families experimenting with casual sex and substance abuse find their lives beyond their control.
1639	Holden and Banky are comic book artists. Everything's going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.
1641	Six unemployed steel workers form a male striptease act. The women cheer them on to go for "the full monty" - total nudity.
1642	A passionately committed young dancer is forced to re-examine his career and life when faced with death, finding hope through an older man who becomes his lover, mentor and companion.
1643	When Queen Victoria's husband dies, she finds solace in her trusted servant, Mr. Brown, but their relationship also brings scandal and turmoil.
1644	Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.
1645	An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.
1646	Fred Z. Randall is a geeky spacecraft designer who gets the chance to make his dream come true and travel to Mars.
1647	A disgraced surgeon leaves his former life and enters the criminal underworld as a gunshot doctor for criminals.
1648	A mentally unbalanced young woman - who is convinced she is Jackie Kennedy - flies into a murderous rage when her brother returns home to reveal he is engaged.
1649	An exploration of the careers of four unrelated professionals: a lion tamer, a robotics expert, a topiary gardener, and a naked mole rat specialist.
1650	Catherine Sloper has found the man of her dreams in Morris Townsend, but her plans to marry him are strongly opposed by her father, who believes Townsend is only interested in his daughter for her money. But Catherine is determined to follow her heart, even if she loses her inheritance in the process. But just what are Townsend's intentions?
1652	This film documents Neil Young and Crazy Horse's 1996 concert tour. Jim Jarmusch interviews the band about their long history, and we see backstage footage from the 1970s and 1980s.
1653	A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.
1654	In 1917, two children take a photograph, which is soon believed by some to be the first scientific evidence of the existence of fairies.
1655	One hundred fifty dead, and three hundred fifty missing in the tiny mountain town of Snowfield, Colorado, and that's only the beginning.
